timestamp,co2 ['ppm'],humidity [],open_status [],temperature ['oC']
2021-11-01 00:10:00+00:00,393,61,0,13.9
2021-11-01 00:20:00+00:00,389,61,0,13.9
2021-11-01 00:30:00+00:00,390,61,0,13.8
2021-11-01 00:40:00+00:00,388,61,0,13.8
2021-11-01 00:50:00+00:00,401,61,0,13.8
2021-11-01 00:55:00+00:00,390,61,0,13.8
2021-11-01 01:05:00+00:00,416,61,0,13.7
2021-11-01 01:15:00+00:00,416,61,0,13.7
2021-11-01 01:25:00+00:00,416,61,0,13.7
2021-11-01 01:35:00+00:00,415,61,0,13.7
2021-11-01 01:40:00+00:00,390,61,0,13.7
2021-11-01 01:50:00+00:00,416,61,0,13.7
2021-11-01 02:00:00+00:00,414,61,0,13.7
2021-11-01 02:10:00+00:00,387,61,0,13.6
2021-11-01 02:20:00+00:00,410,60,0,13.6
2021-11-01 02:35:00+00:00,412,60,0,13.6
2021-11-01 02:45:00+00:00,416,60,0,13.6
2021-11-01 02:55:00+00:00,416,60,0,13.6
2021-11-01 03:05:00+00:00,388,60,0,13.6
2021-11-01 03:10:00+00:00,383,60,0,13.6
2021-11-01 03:20:00+00:00,388,60,0,13.5
2021-11-01 03:30:00+00:00,416,60,0,13.5
2021-11-01 03:40:00+00:00,388,60,0,13.5
2021-11-01 03:50:00+00:00,416,60,0,13.5
2021-11-01 03:55:00+00:00,389,60,0,13.5
2021-11-01 04:05:00+00:00,414,60,0,13.6
2021-11-01 04:15:00+00:00,411,61,0,13.6
2021-11-01 04:25:00+00:00,414,61,0,13.6
2021-11-01 04:35:00+00:00,386,61,0,13.6
2021-11-01 04:40:00+00:00,400,61,0,13.6
2021-11-01 04:50:00+00:00,387,61,0,13.6
2021-11-01 05:00:00+00:00,385,61,0,13.6
2021-11-01 05:10:00+00:00,384,61,0,13.6
2021-11-01 05:20:00+00:00,389,61,0,13.6
2021-11-01 05:25:00+00:00,392,61,0,13.6
2021-11-01 05:35:00+00:00,382,61,0,13.6
2021-11-01 05:45:00+00:00,388,61,0,13.6
2021-11-01 05:55:00+00:00,391,61,0,13.6
2021-11-01 06:05:00+00:00,382,61,0,13.6
2021-11-01 06:10:00+00:00,387,61,0,13.6
2021-11-01 06:20:00+00:00,384,61,0,13.6
2021-11-01 06:30:00+00:00,414,61,0,13.6
2021-11-01 06:40:00+00:00,383,61,0,13.6
2021-11-01 06:45:00+00:00,409,61,0,13.6
2021-11-01 06:55:00+00:00,385,61,0,13.6
2021-11-01 07:05:00+00:00,406,61,0,13.6
2021-11-01 07:15:00+00:00,381,61,0,13.6
2021-11-01 07:20:00+00:00,387,61,0,13.6
2021-11-01 07:30:00+00:00,385,61,0,13.6
2021-11-01 07:40:00+00:00,382,61,0,13.6
2021-11-01 07:50:00+00:00,400,61,0,13.6
2021-11-01 07:55:00+00:00,393,61,0,13.6
2021-11-01 08:05:00+00:00,408,61,0,13.6
2021-11-01 08:15:00+00:00,406,61,0,13.7
2021-11-01 08:25:00+00:00,406,61,0,13.7
2021-11-01 08:30:00+00:00,383,61,0,13.7
2021-11-01 08:40:00+00:00,410,61,0,13.7
2021-11-01 08:50:00+00:00,389,61,0,13.7
2021-11-01 09:00:00+00:00,378,61,0,13.7
2021-11-01 09:10:00+00:00,405,60,0,13.7
2021-11-01 09:15:00+00:00,409,60,0,13.7
2021-11-01 09:25:00+00:00,407,60,0,13.7
